STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,facility,Health facility,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2010,,7942.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2011,,7683.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2012,,7781.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2013,,7756.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2014,,7550.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2015,,7687.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2016,,7757.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2017,,7909.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2018,,7924.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2019,,7934.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1976,,842.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1977,,902.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1978,,898.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1979,,898.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1980,,918.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1981,,866.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1982,,866.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1983,,871.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1984,,871.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1985,,842.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1986,,839.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1987,,839.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1988,,839.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1989,,840.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1990,,840.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1991,,745.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1992,,703.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1993,,666.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1994,,624.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1995,,624.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1996,,576.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1997,,408.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1998,,376.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,1999,,376.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2000,,351.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2001,,266.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2002,,266.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2003,,232.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2004,,229.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2005,,232.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2006,,206.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2007,,206.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2008,,206.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2009,,206.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2010,,189.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2011,,182.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2012,,198.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2013,,186.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2014,,186.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2015,,186.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2016,,186.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2017,,182.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2018,,155.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CY,Cyprus,2019,,136.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1980,,15224.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1985,,15270.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1990,,14510.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1995,,11814.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1996,,11752.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1997,,11758.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1998,,11662.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,1999,,11605.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2000,,11609.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2001,,11693.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2002,,11591.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2003,,11494.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2004,,11452.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2005,,11297.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2006,,11182.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2007,,11046.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2008,,10936.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2009,,10850.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2010,,10619.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2011,,10417.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2012,,10300.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2013,,10047.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2014,,9998.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2015,,10076.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2016,,10074.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2017,,9934.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2018,,9859.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CZ,Czechia,2019,,9869.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1991,,110439.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1992,,102452.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1993,,95302.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1994,,94551.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1995,,93843.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1996,,90950.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1997,,89439.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1998,,88814.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,1999,,88426.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2000,,88345.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2001,,88494.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2002,,87213.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2003,,87965.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2004,,88116.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2005,,88284.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2006,,89352.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2007,,90574.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2008,,92537.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2009,,93982.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2010,,96426.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2011,,98719.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2012,,100675.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2013,,101850.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2014,,102916.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2015,,103992.00,,,,,
